Company,Customer ID,Cliente,Pagador,Application ID,Loan ID,Product Type,Disbursement Date,TPV,Disbursement Amount,Origination Fee,Origination Fee Taxes,Loan Currency,Interest Rate APR,Term,Term Unit,Payment Frequency,Days in Default,Loan Status,Outstanding Loan Value,Pledge To,Pledge Date,Other,New Loan ID,New Loan Date,Old Loan ID,Recovery Date,Recovery Value,delinquency_bucket,risk_score,advance_rate
Abaco Technologies,CLIAB001404,"EMPRESA EJEMPLO 405, S.A. DE C.V.","PAGADOR EJEMPLO 405, S.A. DE C.V.",DSB1420-052,DSB1420-052,factoring,2025-04-22,18036.83,17060.37,511.81,66.54,USD,0.3569,90,days,bullet,0,Current,2256.86,,,,,,,,,current,0.15316,0.9458629925546782
Abaco Financial,CLIAB001405,"EMPRESA EJEMPLO 406, S.A. DE C.V.","PAGADOR EJEMPLO 406, S.A. DE C.V.",DSB5464-919,DSB5464-919,factoring,2025-08-19,85196.69,72561.22,2176.84,282.99,USD,0.3518,180,days,bullet,0,Current,56668.25,,,,,,,,,current,0.23192000000000002,0.8516905997169608
Abaco Technologies,CLIAB001406,"EMPRESA EJEMPLO 407, S.A. DE C.V.","PAGADOR EJEMPLO 407, S.A. DE C.V.",DSB9818-371,DSB9818-371,factoring,2024-12-04,16575.3,13555.8,406.67,52.87,USD,0.3318,180,days,bullet,5,Current,6307.2,,,,,,,,,early_delinquent,0.1698311111111111,0.8178313514687517
Abaco Financial,CLIAB001407,"EMPRESA EJEMPLO 408, S.A. DE C.V.","PAGADOR EJEMPLO 408, S.A. DE C.V.",DSB3715-879,DSB3715-879,factoring,2025-03-25,17140.5,15733.79,472.01,61.36,USD,0.3766,30,days,bullet,0,Complete,195.71,,,,,,,,,current,0.15204,0.9179306321285844
Abaco Technologies,CLIAB001408,"EMPRESA EJEMPLO 409, S.A. DE C.V.","PAGADOR EJEMPLO 409, S.A. DE C.V.",DSB3305-630,DSB3305-630,factoring,2025-05-05,70666.28,66817.69,2004.53,260.59,USD,0.1744,90,days,bullet,0,Complete,37756.32,,,,,,,,,current,0.14816000000000001,0.9455385227579548
Abaco Technologies,CLIAB001409,"EMPRESA EJEMPLO 410, S.A. DE C.V.","PAGADOR EJEMPLO 410, S.A. DE C.V.",DSB7226-270,DSB7226-270,factoring,2025-07-23,54532.72,47140.23,1414.21,183.85,USD,0.3296,180,days,bullet,10,Complete,51940.62,,,,,,,,,early_delinquent,0.24306222222222224,0.8644393677777306
Abaco Technologies,CLIAB001410,"EMPRESA EJEMPLO 411, S.A. DE C.V.","PAGADOR EJEMPLO 411, S.A. DE C.V.",DSB3253-275,DSB3253-275,factoring,2025-06-22,23446.01,21849.36,655.48,85.21,USD,0.1893,120,days,bullet,0,Current,19141.58,,,,,,,,,current,0.12932000000000002,0.9319009929621288
Abaco Financial,CLIAB001411,"EMPRESA EJEMPLO 412, S.A. DE C.V.","PAGADOR EJEMPLO 412, S.A. DE C.V.",DSB7372-340,DSB7372-340,factoring,2024-10-19,50650.03,41058.62,1231.76,160.13,USD,0.3062,90,days,bullet,1,Default,31807.88,,,,,,,,,early_delinquent,0.49570222222222227,0.8106336758339532
Abaco Technologies,CLIAB001412,"EMPRESA EJEMPLO 413, S.A. DE C.V.","PAGADOR EJEMPLO 413, S.A. DE C.V.",DSB5189-150,DSB5189-150,factoring,2025-06-10,25503.5,21025.65,630.77,82.0,USD,0.2872,180,days,bullet,0,Current,15845.13,,,,,,,,,current,0.16128,0.8244221381379027
Abaco Financial,CLIAB001413,"EMPRESA EJEMPLO 414, S.A. DE C.V.","PAGADOR EJEMPLO 414, S.A. DE C.V.",DSB7482-132,DSB7482-132,factoring,2025-07-19,34070.95,31001.32,930.04,120.91,USD,0.3014,90,days,bullet,0,Current,11361.39,,,,,,,,,current,0.15796,0.9099047722473251
Abaco Financial,CLIAB001414,"EMPRESA EJEMPLO 415, S.A. DE C.V.","PAGADOR EJEMPLO 415, S.A. DE C.V.",DSB9245-276,DSB9245-276,factoring,2025-02-20,68076.55,55197.6,1655.93,215.27,USD,0.2435,120,days,bullet,30,Complete,49933.25,,,,,,,,,early_delinquent,0.25146666666666667,0.8108166468482906
Abaco Financial,CLIAB001415,"EMPRESA EJEMPLO 416, S.A. DE C.V.","PAGADOR EJEMPLO 416, S.A. DE C.V.",DSB3799-528,DSB3799-528,factoring,2025-08-18,12502.9,11467.03,344.01,44.72,USD,0.3377,120,days,bullet,0,Current,5401.49,,,,,,,,,current,0.15868000000000002,0.9171496212878613
Abaco Technologies,CLIAB001416,"EMPRESA EJEMPLO 417, S.A. DE C.V.","PAGADOR EJEMPLO 417, S.A. DE C.V.",DSB2700-596,DSB2700-596,factoring,2024-11-18,98056.51,79438.06,2383.14,309.81,USD,0.3943,60,days,bullet,15,Current,39575.7,,,,,,,,,early_delinquent,0.27105333333333337,0.8101253042760751
Abaco Technologies,CLIAB001417,"EMPRESA EJEMPLO 418, S.A. DE C.V.","PAGADOR EJEMPLO 418, S.A. DE C.V.",DSB4758-369,DSB4758-369,factoring,2025-08-01,74050.61,67066.39,2011.99,261.56,USD,0.2011,30,days,bullet,0,Current,15205.03,,,,,,,,,current,0.12524000000000002,0.9056831537241894
Abaco Financial,CLIAB001418,"EMPRESA EJEMPLO 419, S.A. DE C.V.","PAGADOR EJEMPLO 419, S.A. DE C.V.",DSB8463-827,DSB8463-827,factoring,2025-01-24,48820.93,41023.25,1230.7,159.99,USD,0.2874,60,days,bullet,0,Current,3690.06,,,,,,,,,current,0.13216,0.8402799782798075
Abaco Financial,CLIAB001419,"EMPRESA EJEMPLO 420, S.A. DE C.V.","PAGADOR EJEMPLO 420, S.A. DE C.V.",DSB5410-398,DSB5410-398,factoring,2024-11-27,95190.9,80397.63,2411.93,313.55,USD,0.3239,90,days,bullet,0,Current,25454.24,,,,,,,,,current,0.19096000000000002,0.844593653384935
Abaco Technologies,CLIAB001420,"EMPRESA EJEMPLO 421, S.A. DE C.V.","PAGADOR EJEMPLO 421, S.A. DE C.V.",DSB9299-162,DSB9299-162,factoring,2025-07-01,2495.96,2358.06,70.74,9.2,USD,0.2909,30,days,bullet,0,Current,781.0,,,,,,,,,current,0.11996000000000001,0.9447507171589288
Abaco Technologies,CLIAB001421,"EMPRESA EJEMPLO 422, S.A. DE C.V.","PAGADOR EJEMPLO 422, S.A. DE C.V.",DSB2044-096,DSB2044-096,factoring,2025-06-10,27838.53,24766.55,743.0,96.59,USD,0.1935,90,days,bullet,0,Current,26300.07,,,,,,,,,current,0.1408,0.8896500641377256
Abaco Technologies,CLIAB001422,"EMPRESA EJEMPLO 423, S.A. DE C.V.","PAGADOR EJEMPLO 423, S.A. DE C.V.",DSB3974-691,DSB3974-691,factoring,2025-07-12,73916.99,68923.83,2067.71,268.8,USD,0.3431,120,days,bullet,0,Current,30169.34,,,,,,,,,current,0.20464,0.932449089174221
Abaco Technologies,CLIAB001423,"EMPRESA EJEMPLO 424, S.A. DE C.V.","PAGADOR EJEMPLO 424, S.A. DE C.V.",DSB7092-450,DSB7092-450,factoring,2025-03-10,2524.09,2239.98,67.2,8.74,USD,0.2855,90,days,bullet,10,Current,2119.74,,,,,,,,,early_delinquent,0.1456222222222222,0.8874406221648198
Abaco Financial,CLIAB001424,"EMPRESA EJEMPLO 425, S.A. DE C.V.","PAGADOR EJEMPLO 425, S.A. DE C.V.",DSB1664-472,DSB1664-472,factoring,2025-07-20,19665.52,17716.06,531.48,69.09,USD,0.3162,60,days,bullet,0,Current,1821.53,,,,,,,,,current,0.13448000000000002,0.9008691354207771
Abaco Financial,CLIAB001425,"EMPRESA EJEMPLO 426, S.A. DE C.V.","PAGADOR EJEMPLO 426, S.A. DE C.V.",DSB9404-963,DSB9404-963,factoring,2025-07-07,75090.05,70373.07,2111.19,274.45,USD,0.3653,120,days,bullet,0,Complete,679.88,,,,,,,,,current,0.14912,0.9371823563841015
Abaco Technologies,CLIAB001426,"EMPRESA EJEMPLO 427, S.A. DE C.V.","PAGADOR EJEMPLO 427, S.A. DE C.V.",DSB8839-817,DSB8839-817,factoring,2025-02-28,59355.94,52945.13,1588.35,206.49,USD,0.3177,60,days,bullet,0,Current,11827.88,,,,,,,,,current,0.16588,0.8919937920282283
Abaco Technologies,CLIAB001427,"EMPRESA EJEMPLO 428, S.A. DE C.V.","PAGADOR EJEMPLO 428, S.A. DE C.V.",DSB5644-698,DSB5644-698,factoring,2025-01-06,87869.53,80032.32,2400.97,312.13,USD,0.1574,30,days,bullet,0,Current,21752.96,,,,,,,,,current,0.11976,0.9108085590078837
Abaco Technologies,CLIAB001428,"EMPRESA EJEMPLO 429, S.A. DE C.V.","PAGADOR EJEMPLO 429, S.A. DE C.V.",DSB7119-949,DSB7119-949,factoring,2025-05-14,7190.1,6247.06,187.41,24.36,USD,0.2038,30,days,bullet,0,Current,6841.32,,,,,,,,,current,0.10932000000000001,0.8688418798069568
Abaco Technologies,CLIAB001429,"EMPRESA EJEMPLO 430, S.A. DE C.V.","PAGADOR EJEMPLO 430, S.A. DE C.V.",DSB2983-843,DSB2983-843,factoring,2025-08-29,84010.69,77353.98,2320.62,301.68,USD,0.2734,180,days,bullet,0,Current,43148.82,,,,,,,,,current,0.19096000000000002,0.9207635361642666
Abaco Financial,CLIAB001430,"EMPRESA EJEMPLO 431, S.A. DE C.V.","PAGADOR EJEMPLO 431, S.A. DE C.V.",DSB4689-083,DSB4689-083,factoring,2024-11-07,26082.36,24729.96,741.9,96.45,USD,0.1671,60,days,bullet,0,Current,20858.55,,,,,,,,,current,0.12244000000000001,0.9481488638298068
Abaco Technologies,CLIAB001431,"EMPRESA EJEMPLO 432, S.A. DE C.V.","PAGADOR EJEMPLO 432, S.A. DE C.V.",DSB2049-315,DSB2049-315,factoring,2025-05-30,34027.07,31637.66,949.13,123.39,USD,0.3738,30,days,bullet,0,Complete,13996.68,,,,,,,,,current,0.19272,0.9297791434878172
Abaco Financial,CLIAB001432,"EMPRESA EJEMPLO 433, S.A. DE C.V.","PAGADOR EJEMPLO 433, S.A. DE C.V.",DSB3749-835,DSB3749-835,factoring,2025-04-03,87498.57,78371.87,2351.16,305.65,USD,0.2569,120,days,bullet,0,Current,68597.77,,,,,,,,,current,0.19796000000000002,0.8956931524709488
Abaco Financial,CLIAB001433,"EMPRESA EJEMPLO 434, S.A. DE C.V.","PAGADOR EJEMPLO 434, S.A. DE C.V.",DSB1464-220,DSB1464-220,factoring,2024-10-11,42519.57,37205.14,1116.15,145.1,USD,0.261,30,days,bullet,0,Current,17332.37,,,,,,,,,current,0.1544,0.8750121414680346
Abaco Financial,CLIAB001434,"EMPRESA EJEMPLO 435, S.A. DE C.V.","PAGADOR EJEMPLO 435, S.A. DE C.V.",DSB8393-296,DSB8393-296,factoring,2025-06-01,47483.03,38188.07,1145.64,148.93,USD,0.1763,90,days,bullet,0,Current,12356.82,,,,,,,,,current,0.11092000000000002,0.8042466961354404
Abaco Technologies,CLIAB001435,"EMPRESA EJEMPLO 436, S.A. DE C.V.","PAGADOR EJEMPLO 436, S.A. DE C.V.",DSB2891-682,DSB2891-682,factoring,2024-10-14,16789.73,13835.91,415.08,53.96,USD,0.3466,120,days,bullet,0,Complete,13668.95,,,,,,,,,current,0.18124,0.8240698331658699
Abaco Technologies,CLIAB001436,"EMPRESA EJEMPLO 437, S.A. DE C.V.","PAGADOR EJEMPLO 437, S.A. DE C.V.",DSB2227-110,DSB2227-110,factoring,2025-06-29,68828.3,56202.76,1686.08,219.19,USD,0.152,120,days,bullet,0,Current,36861.26,,,,,,,,,current,0.1378,0.8165646979512787
Abaco Financial,CLIAB001437,"EMPRESA EJEMPLO 438, S.A. DE C.V.","PAGADOR EJEMPLO 438, S.A. DE C.V.",DSB7375-518,DSB7375-518,factoring,2025-03-06,36331.71,30993.43,929.8,120.87,USD,0.3682,180,days,bullet,0,Complete,34617.4,,,,,,,,,current,0.22148,0.8530682976386192
Abaco Financial,CLIAB001438,"EMPRESA EJEMPLO 439, S.A. DE C.V.","PAGADOR EJEMPLO 439, S.A. DE C.V.",DSB1349-476,DSB1349-476,factoring,2025-09-06,33347.51,28450.89,853.53,110.96,USD,0.2179,30,days,bullet,0,Complete,2589.13,,,,,,,,,current,0.09896000000000002,0.8531638494148438
Abaco Technologies,CLIAB001439,"EMPRESA EJEMPLO 440, S.A. DE C.V.","PAGADOR EJEMPLO 440, S.A. DE C.V.",DSB1427-007,DSB1427-007,factoring,2025-09-16,83058.26,70793.34,2123.8,276.09,USD,0.3647,60,days,bullet,1,Current,38359.91,,,,,,,,,early_delinquent,0.22730222222222224,0.852333530704833
Abaco Technologies,CLIAB001440,"EMPRESA EJEMPLO 441, S.A. DE C.V.","PAGADOR EJEMPLO 441, S.A. DE C.V.",DSB3209-393,DSB3209-393,factoring,2025-06-06,42037.09,33713.23,1011.4,131.48,USD,0.1901,180,days,bullet,0,Complete,16176.02,,,,,,,,,current,0.12344,0.8019877208436647
Abaco Technologies,CLIAB001441,"EMPRESA EJEMPLO 442, S.A. DE C.V.","PAGADOR EJEMPLO 442, S.A. DE C.V.",DSB3584-836,DSB3584-836,factoring,2024-12-29,49448.27,42745.12,1282.35,166.71,USD,0.1505,60,days,bullet,0,Complete,14675.59,,,,,,,,,current,0.1044,0.864441162451184
Abaco Financial,CLIAB001442,"EMPRESA EJEMPLO 443, S.A. DE C.V.","PAGADOR EJEMPLO 443, S.A. DE C.V.",DSB4611-392,DSB4611-392,factoring,2025-09-28,54595.59,46503.68,1395.11,181.36,USD,0.1914,60,days,bullet,1,Current,34648.51,,,,,,,,,early_delinquent,0.15318222222222222,0.8517845488985466
Abaco Financial,CLIAB001443,"EMPRESA EJEMPLO 444, S.A. DE C.V.","PAGADOR EJEMPLO 444, S.A. DE C.V.",DSB7232-670,DSB7232-670,factoring,2025-09-03,58632.24,47947.23,1438.42,186.99,USD,0.3019,90,days,bullet,0,Complete,33532.49,,,,,,,,,current,0.19396000000000002,0.8177622072770886
Abaco Technologies,CLIAB001444,"EMPRESA EJEMPLO 445, S.A. DE C.V.","PAGADOR EJEMPLO 445, S.A. DE C.V.",DSB1172-091,DSB1172-091,factoring,2025-06-15,98638.42,85047.07,2551.41,331.68,USD,0.2572,90,days,bullet,0,Current,74333.38,,,,,,,,,current,0.20068,0.862210384148489
Abaco Technologies,CLIAB001445,"EMPRESA EJEMPLO 446, S.A. DE C.V.","PAGADOR EJEMPLO 446, S.A. DE C.V.",DSB5499-539,DSB5499-539,factoring,2025-02-11,21163.05,17970.24,539.11,70.08,USD,0.3676,60,days,bullet,0,Complete,14742.76,,,,,,,,,current,0.19144,0.8491328045815704
Abaco Technologies,CLIAB001446,"EMPRESA EJEMPLO 447, S.A. DE C.V.","PAGADOR EJEMPLO 447, S.A. DE C.V.",DSB4321-719,DSB4321-719,factoring,2024-11-21,50074.67,47068.64,1412.06,183.57,USD,0.1857,60,days,bullet,0,Current,38297.16,,,,,,,,,current,0.15328000000000003,0.9399690502204009
Abaco Technologies,CLIAB001447,"EMPRESA EJEMPLO 448, S.A. DE C.V.","PAGADOR EJEMPLO 448, S.A. DE C.V.",DSB6350-024,DSB6350-024,factoring,2025-02-05,68210.87,62477.61,1874.33,243.66,USD,0.2548,30,days,bullet,0,Complete,45922.73,,,,,,,,,current,0.18652000000000002,0.9159480006632374
Abaco Technologies,CLIAB001448,"EMPRESA EJEMPLO 449, S.A. DE C.V.","PAGADOR EJEMPLO 449, S.A. DE C.V.",DSB2343-817,DSB2343-817,factoring,2025-02-19,41403.79,38623.23,1158.7,150.63,USD,0.3222,120,days,bullet,1,Complete,28869.84,,,,,,,,,early_delinquent,0.19670222222222222,0.9328428629359776
Abaco Financial,CLIAB001449,"EMPRESA EJEMPLO 450, S.A. DE C.V.","PAGADOR EJEMPLO 450, S.A. DE C.V.",DSB3875-086,DSB3875-086,factoring,2024-10-20,75511.19,65676.48,1970.29,256.14,USD,0.3608,90,days,bullet,0,Current,40140.04,,,,,,,,,current,0.22472000000000003,0.8697582437781737
Abaco Technologies,CLIAB001450,"EMPRESA EJEMPLO 451, S.A. DE C.V.","PAGADOR EJEMPLO 451, S.A. DE C.V.",DSB3842-464,DSB3842-464,factoring,2025-04-24,51545.62,47581.23,1427.44,185.57,USD,0.3706,90,days,bullet,0,Current,33389.92,,,,,,,,,current,0.22084,0.9230896824987264
Abaco Financial,CLIAB001451,"EMPRESA EJEMPLO 452, S.A. DE C.V.","PAGADOR EJEMPLO 452, S.A. DE C.V.",DSB5415-471,DSB5415-471,factoring,2025-07-23,2535.32,2135.08,64.05,8.33,USD,0.1667,120,days,bullet,0,Complete,2149.77,,,,,,,,,current,0.07608000000000001,0.8421343262388968
Abaco Financial,CLIAB001452,"EMPRESA EJEMPLO 453, S.A. DE C.V.","PAGADOR EJEMPLO 453, S.A. DE C.V.",DSB3596-569,DSB3596-569,factoring,2025-09-02,55012.93,52111.34,1563.34,203.23,USD,0.2439,180,days,bullet,30,Current,51852.22,,,,,,,,,early_delinquent,0.2528266666666667,0.9472562177655325
Abaco Technologies,CLIAB001453,"EMPRESA EJEMPLO 454, S.A. DE C.V.","PAGADOR EJEMPLO 454, S.A. DE C.V.",DSB5186-275,DSB5186-275,factoring,2025-02-14,5240.92,4543.66,136.31,17.72,USD,0.2376,90,days,bullet,0,Current,1936.42,,,,,,,,,current,0.10344000000000002,0.8669584729398655
Abaco Financial,CLIAB001454,"EMPRESA EJEMPLO 455, S.A. DE C.V.","PAGADOR EJEMPLO 455, S.A. DE C.V.",DSB3509-482,DSB3509-482,factoring,2025-03-01,5486.61,4677.29,140.32,18.24,USD,0.1521,90,days,bullet,0,Complete,2047.83,,,,,,,,,current,0.06964000000000001,0.8524917936576503
Abaco Financial,CLIAB001455,"EMPRESA EJEMPLO 456, S.A. DE C.V.","PAGADOR EJEMPLO 456, S.A. DE C.V.",DSB5676-314,DSB5676-314,factoring,2024-12-26,63566.88,51762.87,1552.89,201.88,USD,0.2871,30,days,bullet,0,Current,34836.71,,,,,,,,,current,0.18964000000000003,0.8143056572856809
Abaco Financial,CLIAB001456,"EMPRESA EJEMPLO 457, S.A. DE C.V.","PAGADOR EJEMPLO 457, S.A. DE C.V.",DSB8008-069,DSB8008-069,factoring,2025-04-19,52586.25,44831.38,1344.94,174.84,USD,0.2795,30,days,bullet,0,Current,37506.4,,,,,,,,,current,0.18960000000000002,0.8525304618602771
Abaco Technologies,CLIAB001457,"EMPRESA EJEMPLO 458, S.A. DE C.V.","PAGADOR EJEMPLO 458, S.A. DE C.V.",DSB4123-203,DSB4123-203,factoring,2025-06-13,39275.4,35323.22,1059.7,137.76,USD,0.3726,180,days,bullet,0,Current,23777.79,,,,,,,,,current,0.20864,0.8993726352882466
Abaco Financial,CLIAB001458,"EMPRESA EJEMPLO 459, S.A. DE C.V.","PAGADOR EJEMPLO 459, S.A. DE C.V.",DSB3905-385,DSB3905-385,factoring,2024-10-10,43883.15,40203.34,1206.1,156.79,USD,0.2947,60,days,bullet,0,Current,31278.93,,,,,,,,,current,0.18848,0.9161452630451551
Abaco Technologies,CLIAB001459,"EMPRESA EJEMPLO 460, S.A. DE C.V.","PAGADOR EJEMPLO 460, S.A. DE C.V.",DSB1861-478,DSB1861-478,factoring,2024-12-22,39234.99,34851.49,1045.54,135.92,USD,0.2104,90,days,bullet,1,Complete,28419.64,,,,,,,,,early_delinquent,0.15138222222222225,0.8882757457055551
Abaco Financial,CLIAB001460,"EMPRESA EJEMPLO 461, S.A. DE C.V.","PAGADOR EJEMPLO 461, S.A. DE C.V.",DSB4447-427,DSB4447-427,factoring,2025-01-25,74829.58,66126.09,1983.78,257.89,USD,0.324,120,days,bullet,0,Current,71723.99,,,,,,,,,current,0.22680000000000003,0.8836891774616401
Abaco Technologies,CLIAB001461,"EMPRESA EJEMPLO 462, S.A. DE C.V.","PAGADOR EJEMPLO 462, S.A. DE C.V.",DSB2254-610,DSB2254-610,factoring,2025-03-16,43677.6,38541.17,1156.24,150.31,USD,0.216,90,days,bullet,0,Current,11771.63,,,,,,,,,current,0.12480000000000001,0.8824012766269209
Abaco Technologies,CLIAB001462,"EMPRESA EJEMPLO 463, S.A. DE C.V.","PAGADOR EJEMPLO 463, S.A. DE C.V.",DSB9920-884,DSB9920-884,factoring,2025-03-06,19901.73,17995.07,539.85,70.18,USD,0.3137,60,days,bullet,0,Complete,15484.05,,,,,,,,,current,0.17088,0.9041962683646095
Abaco Financial,CLIAB001463,"EMPRESA EJEMPLO 464, S.A. DE C.V.","PAGADOR EJEMPLO 464, S.A. DE C.V.",DSB7252-801,DSB7252-801,factoring,2025-06-05,76324.28,63208.59,1896.26,246.51,USD,0.3434,120,days,bullet,0,Current,2377.43,,,,,,,,,current,0.14876,0.8281583527548507
Abaco Technologies,CLIAB001464,"EMPRESA EJEMPLO 465, S.A. DE C.V.","PAGADOR EJEMPLO 465, S.A. DE C.V.",DSB8544-577,DSB8544-577,factoring,2025-02-27,26698.07,21493.32,644.8,83.82,USD,0.3721,180,days,bullet,0,Complete,20925.21,,,,,,,,,current,0.20464000000000002,0.8050514512846809
Abaco Financial,CLIAB001465,"EMPRESA EJEMPLO 466, S.A. DE C.V.","PAGADOR EJEMPLO 466, S.A. DE C.V.",DSB9088-303,DSB9088-303,factoring,2025-05-30,43469.51,36086.64,1082.6,140.74,USD,0.2313,180,days,bullet,0,Current,4100.37,,,,,,,,,current,0.11132,0.8301598062642067
Abaco Technologies,CLIAB001466,"EMPRESA EJEMPLO 467, S.A. DE C.V.","PAGADOR EJEMPLO 467, S.A. DE C.V.",DSB7819-274,DSB7819-274,factoring,2025-05-26,75052.47,69191.4,2075.74,269.85,USD,0.1668,90,days,bullet,120,Current,56153.05,,,,,,,,,severe_delinquent,0.4239866666666667,0.9219070338391261
Abaco Technologies,CLIAB001467,"EMPRESA EJEMPLO 468, S.A. DE C.V.","PAGADOR EJEMPLO 468, S.A. DE C.V.",DSB8819-530,DSB8819-530,factoring,2025-03-22,80859.84,75094.82,2252.84,292.87,USD,0.2665,180,days,bullet,0,Default,72103.6,,,,,,,,,current,0.504,0.9287035443058014
Abaco Financial,CLIAB001468,"EMPRESA EJEMPLO 469, S.A. DE C.V.","PAGADOR EJEMPLO 469, S.A. DE C.V.",DSB1690-237,DSB1690-237,factoring,2025-05-09,85068.72,73235.81,2197.07,285.62,USD,0.2282,180,days,bullet,0,Current,65022.57,,,,,,,,,current,0.18468,0.8609017509608702
Abaco Financial,CLIAB001469,"EMPRESA EJEMPLO 470, S.A. DE C.V.","PAGADOR EJEMPLO 470, S.A. DE C.V.",DSB4634-541,DSB4634-541,factoring,2025-04-15,62750.57,57375.69,1721.27,223.77,USD,0.1832,90,days,bullet,0,Complete,26029.88,,,,,,,,,current,0.13568,0.9143453198911181
Abaco Financial,CLIAB001470,"EMPRESA EJEMPLO 471, S.A. DE C.V.","PAGADOR EJEMPLO 471, S.A. DE C.V.",DSB7148-067,DSB7148-067,factoring,2025-05-03,40831.16,35057.19,1051.72,136.72,USD,0.3977,90,days,bullet,0,Complete,15892.73,,,,,,,,,current,0.20588,0.8585891265396329
Abaco Financial,CLIAB001471,"EMPRESA EJEMPLO 472, S.A. DE C.V.","PAGADOR EJEMPLO 472, S.A. DE C.V.",DSB6386-513,DSB6386-513,factoring,2025-01-30,23658.67,21045.04,631.35,82.08,USD,0.2448,60,days,bullet,0,Current,5007.02,,,,,,,,,current,0.11972000000000001,0.8895276023546549
Abaco Financial,CLIAB001472,"EMPRESA EJEMPLO 473, S.A. DE C.V.","PAGADOR EJEMPLO 473, S.A. DE C.V.",DSB2104-095,DSB2104-095,factoring,2025-08-10,99567.48,94307.1,2829.21,367.8,USD,0.3653,60,days,bullet,0,Current,5311.73,,,,,,,,,current,0.16952,0.9471676896914536
Abaco Technologies,CLIAB001473,"EMPRESA EJEMPLO 474, S.A. DE C.V.","PAGADOR EJEMPLO 474, S.A. DE C.V.",DSB2244-343,DSB2244-343,factoring,2024-11-17,46021.67,41475.55,1244.27,161.75,USD,0.3659,90,days,bullet,0,Current,31795.63,,,,,,,,,current,0.21716000000000002,0.9012178393352523
Abaco Financial,CLIAB001474,"EMPRESA EJEMPLO 475, S.A. DE C.V.","PAGADOR EJEMPLO 475, S.A. DE C.V.",DSB6196-083,DSB6196-083,factoring,2024-11-04,70016.44,62825.46,1884.76,245.02,USD,0.2887,30,days,bullet,0,Current,12557.87,,,,,,,,,current,0.15668,0.8972958350924439
Abaco Technologies,CLIAB001475,"EMPRESA EJEMPLO 476, S.A. DE C.V.","PAGADOR EJEMPLO 476, S.A. DE C.V.",DSB1987-079,DSB1987-079,factoring,2025-09-02,70808.78,61481.55,1844.45,239.78,USD,0.2632,60,days,bullet,0,Complete,43171.93,,,,,,,,,current,0.18708,0.8682757985662231
Abaco Financial,CLIAB001476,"EMPRESA EJEMPLO 477, S.A. DE C.V.","PAGADOR EJEMPLO 477, S.A. DE C.V.",DSB8811-423,DSB8811-423,factoring,2025-07-06,70264.32,65045.31,1951.36,253.68,USD,0.3214,90,days,bullet,0,Default,61946.12,,,,,,,,,current,0.52136,0.9257231835446496
Abaco Financial,CLIAB001477,"EMPRESA EJEMPLO 478, S.A. DE C.V.","PAGADOR EJEMPLO 478, S.A. DE C.V.",DSB7999-877,DSB7999-877,factoring,2025-05-09,58865.48,54454.62,1633.64,212.37,USD,0.3803,60,days,bullet,0,Current,34970.97,,,,,,,,,current,0.22752000000000006,0.9250688179218108
Abaco Financial,CLIAB001478,"EMPRESA EJEMPLO 479, S.A. DE C.V.","PAGADOR EJEMPLO 479, S.A. DE C.V.",DSB7917-402,DSB7917-402,factoring,2025-09-06,70561.38,57153.25,1714.6,222.9,USD,0.1711,120,days,bullet,1,Complete,46503.15,,,,,,,,,early_delinquent,0.15546222222222222,0.8099791982526419
Abaco Technologies,CLIAB001479,"EMPRESA EJEMPLO 480, S.A. DE C.V.","PAGADOR EJEMPLO 480, S.A. DE C.V.",DSB2134-032,DSB2134-032,factoring,2025-04-19,21911.95,20366.05,610.98,79.43,USD,0.3209,90,days,bullet,0,Current,17587.42,,,,,,,,,current,0.17876,0.9294494556623212
Abaco Financial,CLIAB001480,"EMPRESA EJEMPLO 481, S.A. DE C.V.","PAGADOR EJEMPLO 481, S.A. DE C.V.",DSB5339-970,DSB5339-970,factoring,2024-12-18,99726.55,80230.4,2406.91,312.9,USD,0.3228,30,days,bullet,0,Complete,6222.35,,,,,,,,,current,0.15452,0.8045039159581876
Abaco Technologies,CLIAB001481,"EMPRESA EJEMPLO 482, S.A. DE C.V.","PAGADOR EJEMPLO 482, S.A. DE C.V.",DSB4436-688,DSB4436-688,factoring,2024-12-03,34192.63,27697.82,830.93,108.02,USD,0.249,30,days,bullet,1,Complete,2909.91,,,,,,,,,early_delinquent,0.11522222222222223,0.8100523416888377
Abaco Financial,CLIAB001482,"EMPRESA EJEMPLO 483, S.A. DE C.V.","PAGADOR EJEMPLO 483, S.A. DE C.V.",DSB4630-069,DSB4630-069,factoring,2024-12-07,39174.16,31756.74,952.7,123.85,USD,0.192,90,days,bullet,0,Current,3955.73,,,,,,,,,current,0.0952,0.8106552890987324
Abaco Technologies,CLIAB001483,"EMPRESA EJEMPLO 484, S.A. DE C.V.","PAGADOR EJEMPLO 484, S.A. DE C.V.",DSB5518-445,DSB5518-445,factoring,2025-07-20,17581.62,14453.7,433.61,56.37,USD,0.3963,30,days,bullet,10,Current,4894.17,,,,,,,,,early_delinquent,0.20234222222222223,0.8220914796247446
